ChargePeriodStart,ChargePeriodEnd,ChargeFrequency,ChargeDescription,ChargeCategory,BillingPeriodStart,BillingPeriodEnd,Provider,Publisher,InvoiceIssuer,BillingAccountId,BilledCost,BillingCurrency,EffectiveCost,RegionId,ServiceCategory,ServiceName,SubAccountId,AvailabilityZone,ResourceName,ResourceId,ResourceType,CommitmentDiscountId,CommitmentDiscountType,CommitmentDiscountCategory,PricingQuantity,PricingUnit,PricingCategory,SkuId,SkuPriceId,ListUnitPrice,ListCost,ConsumedQuantity,ConsumedUnit
2023-11-07T00:00:00.000+0000,2023-11-07T06:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000363,USD,0.000363,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,66.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000363,66.0,Requests
2023-11-07T03:00:00.000+0000,2023-11-07T17:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000759,USD,0.000759,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,138.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000759,138.0,Requests
2023-11-07T04:00:00.000+0000,2023-11-07T05:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.5e-6,USD,5.5e-6,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,5.5e-6,1.0,Requests
2023-11-07T04:00:00.000+0000,2023-11-07T05:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.5e-6,USD,5.5e-6,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,5.5e-6,1.0,Requests
2023-11-07T03:00:00.000+0000,2023-11-07T04:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.5e-6,USD,5.5e-6,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,5.5e-6,1.0,Requests
2023-11-07T03:00:00.000+0000,2023-11-07T04:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.5e-6,USD,5.5e-6,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,5.5e-6,1.0,Requests
2023-11-08T01:00:00.000+0000,2023-11-08T20:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0000165,USD,0.0000165,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,3.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.0000165,3.0,Requests
2023-11-08T01:00:00.000+0000,2023-11-08T20:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000033,USD,0.000033,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,6.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000033,6.0,Requests
2023-11-09T10:00:00.000+0000,2023-11-09T11:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.5e-6,USD,5.5e-6,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,5.5e-6,1.0,Requests
2023-11-09T10:00:00.000+0000,2023-11-09T11:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000011,USD,0.000011,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,2.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000011,2.0,Requests
2023-11-10T02:00:00.000+0000,2023-11-10T19:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0000165,USD,0.0000165,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,3.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.0000165,3.0,Requests
2023-11-10T02:00:00.000+0000,2023-11-10T19:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000033,USD,0.000033,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,6.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000033,6.0,Requests
2023-11-11T03:00:00.000+0000,2023-11-11T15:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000011,USD,0.000011,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,2.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000011,2.0,Requests
2023-11-11T03:00:00.000+0000,2023-11-11T15:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000022,USD,0.000022,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,4.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000022,4.0,Requests
2023-11-12T03:00:00.000+0000,2023-11-12T12:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000011,USD,0.000011,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,2.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000011,2.0,Requests
2023-11-12T00:00:00.000+0000,2023-11-12T01:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0000275,USD,0.0000275,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,5.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000027499999999999998,5.0,Requests
2023-11-12T03:00:00.000+0000,2023-11-12T20:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0000275,USD,0.0000275,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,5.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000027499999999999998,5.0,Requests
2023-11-13T00:00:00.000+0000,2023-11-13T19:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0000165,USD,0.0000165,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,3.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.0000165,3.0,Requests
2023-11-13T05:00:00.000+0000,2023-11-13T06:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000022,USD,0.000022,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,4.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000022,4.0,Requests
2023-11-13T00:00:00.000+0000,2023-11-13T19:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0000275,USD,0.0000275,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,5.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000027499999999999998,5.0,Requests
2023-11-14T03:00:00.000+0000,2023-11-14T04:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.5e-6,USD,5.5e-6,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,5.5e-6,1.0,Requests
2023-11-14T02:00:00.000+0000,2023-11-14T04:00:00.000+0000,Recurring,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.000011,USD,0.000011,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,2.0,Requests,,8EZXHxxxxxx2R35H,8EZXHUYH7B92Rxxx.xxxxxxxxxx.xxx6EN2CT7,5.5e-6,0.000011,2.0,Requests
2023-11-04T23:00:00.000+0000,2023-11-05T00:00:00.000+0000,Recurring,"First 1,000,000 Amazon SQS Requests per month are free",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0,USD,0.0,us-east-1,Integration,AWSQueueService,123412340534,,,,,,,,1.0,Requests,,8RN6BxxxxxxHRXP3,8RN6B8U4MERHRxxx.xxxxxxxxxx.xxx6EN2CT7,4e-7,4e-7,1.0,Requests
2023-11-05T18:00:00.000+0000,2023-11-05T19:00:00.000+0000,Recurring,"First 1,000,000 Amazon SQS Requests per month are free",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0,USD,0.0,us-east-1,Integration,AWSQueueService,123412340534,,,,,,,,3.0,Requests,,8RN6BxxxxxxHRXP3,8RN6B8U4MERHRxxx.xxxxxxxxxx.xxx6EN2CT7,4e-7,1.2e-6,3.0,Requests
2023-11-11T18:00:00.000+0000,2023-11-11T19:00:00.000+0000,Recurring,"First 1,000,000 Amazon SQS Requests per month are free",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0,USD,0.0,us-east-1,Integration,AWSQueueService,123412340534,,,,,,,,1.0,Requests,,8RN6BxxxxxxHRXP3,8RN6B8U4MERHRxxx.xxxxxxxxxx.xxx6EN2CT7,4e-7,4e-7,1.0,Requests
2023-11-04T23:00:00.000+0000,2023-11-05T00:00:00.000+0000,Recurring,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Mumbai),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.2e-9,USD,5.2e-9,us-west-2,Storage,AmazonS3,123412340534,,,,,,,,2.552e-7,GB,,8UW4Nxxxxxx8WJH7,8UW4N2NE9BX8Wxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,5.1040000000000006e-9,2.552e-7,GB
2023-11-08T22:00:00.000+0000,2023-11-08T23:00:00.000+0000,Recurring,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Mumbai),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.2e-9,USD,5.2e-9,us-west-2,Storage,AmazonS3,123412340534,,,,,,,,2.552e-7,GB,,8UW4Nxxxxxx8WJH7,8UW4N2NE9BX8Wxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,5.1040000000000006e-9,2.552e-7,GB
2023-11-13T22:00:00.000+0000,2023-11-13T23:00:00.000+0000,Recurring,$0.02 per GB - US West (Oregon) data transfer to Asia Pacific (Mumbai),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,5.2e-9,USD,5.2e-9,us-west-2,Storage,AmazonS3,123412340534,,,,,,,,2.552e-7,GB,,8UW4Nxxxxxx8WJH7,8UW4N2NE9BX8Wxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,5.1040000000000006e-9,2.552e-7,GB
2023-11-04T23:00:00.000+0000,2023-11-05T00:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.79e-8,USD,1.79e-8,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,8.941e-7,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.7882e-8,8.941e-7,GB
2023-11-04T23:00:00.000+0000,2023-11-05T00:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.3e-9,USD,1.3e-9,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,6.71e-8,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.342e-9,6.71e-8,GB
2023-11-04T23:00:00.000+0000,2023-11-05T00:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,9e-9,USD,9e-9,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,4.498e-7,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,8.996e-9,4.498e-7,GB
2023-11-04T23:00:00.000+0000,2023-11-05T00:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.8e-9,USD,1.8e-9,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,8.85e-8,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.77e-9,8.85e-8,GB
2023-11-05T20:00:00.000+0000,2023-11-05T21:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.8e-9,USD,1.8e-9,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,8.85e-8,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.77e-9,8.85e-8,GB
2023-11-06T20:00:00.000+0000,2023-11-06T21:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.3e-9,USD,1.3e-9,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,6.71e-8,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.342e-9,6.71e-8,GB
2023-11-08T14:00:00.000+0000,2023-11-08T15:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,4.59e-8,USD,4.59e-8,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,2.293e-6,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,4.586e-8,2.293e-6,GB
2023-11-08T14:00:00.000+0000,2023-11-08T15:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.52e-8,USD,1.52e-8,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,7.609e-7,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.5218e-8,7.609e-7,GB
2023-11-10T20:00:00.000+0000,2023-11-10T21:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.8e-9,USD,1.8e-9,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,8.85e-8,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.77e-9,8.85e-8,GB
2023-11-11T20:00:00.000+0000,2023-11-11T21:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.3e-9,USD,1.3e-9,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,6.71e-8,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.342e-9,6.71e-8,GB
2023-11-13T14:00:00.000+0000,2023-11-13T15:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,4.57e-8,USD,4.57e-8,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,2.2818e-6,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,4.5636e-8,2.2818e-6,GB
2023-11-13T14:00:00.000+0000,2023-11-13T15:00:00.000+0000,Recurring,$0.02 per GB - US East (Northern Virginia) data transfer to US West (Northern California),Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.52e-8,USD,1.52e-8,us-east-1,Storage,AmazonS3,123412340534,,,,,,,,7.609e-7,GB,,8X3QUxxxxxxAXZK3,8X3QU4DYXVJAXxxx.xxxxxxxxxx.xxx6EN2CT7,0.02,1.5218e-8,7.609e-7,GB
2023-11-04T23:00:00.000+0000,2023-11-05T00:00:00.000+0000,Recurring,"First 1,000,000 Amazon SQS Requests per month are free",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0,USD,0.0,us-east-2,Integration,AWSQueueService,123412340534,,,,,,,,1.0,Requests,,9C8YFxxxxxx9HP9A,9C8YFGPNBKF9Hxxx.xxxxxxxxxx.xxx6EN2CT7,4e-7,4e-7,1.0,Requests
2023-11-05T18:00:00.000+0000,2023-11-05T19:00:00.000+0000,Recurring,"First 1,000,000 Amazon SQS Requests per month are free",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0,USD,0.0,us-east-2,Integration,AWSQueueService,123412340534,,,,,,,,2.0,Requests,,9C8YFxxxxxx9HP9A,9C8YFGPNBKF9Hxxx.xxxxxxxxxx.xxx6EN2CT7,4e-7,8e-7,2.0,Requests
2023-11-07T07:00:00.000+0000,2023-11-07T08:00:00.000+0000,Recurring,"First 1,000,000 Amazon SQS Requests per month are free",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0,USD,0.0,us-east-2,Integration,AWSQueueService,123412340534,,,,,,,,1.0,Requests,,9C8YFxxxxxx9HP9A,9C8YFGPNBKF9Hxxx.xxxxxxxxxx.xxx6EN2CT7,4e-7,4e-7,1.0,Requests
2023-11-12T07:00:00.000+0000,2023-11-12T08:00:00.000+0000,Recurring,"First 1,000,000 Amazon SQS Requests per month are free",Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,0.0,USD,0.0,us-east-2,Integration,AWSQueueService,123412340534,,,,,,,,1.0,Requests,,9C8YFxxxxxx9HP9A,9C8YFGPNBKF9Hxxx.xxxxxxxxxx.xxx6EN2CT7,4e-7,4e-7,1.0,Requests
2023-11-06T00:00:00.000+0000,2023-11-06T01:00:00.000+0000,Recurring,$0.025 per GB - first 50 TB / month of storage used,Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,3.55e-8,USD,3.55e-8,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.4219e-6,GB-Mo,,9MDYGxxxxxxXXTJF,9MDYGCA9S4SXXxxx.xxxxxxxxxx.xxxJ3S3EYE,0.025,3.55475e-8,1.4219e-6,GB-Mo
2023-11-07T00:00:00.000+0000,2023-11-07T01:00:00.000+0000,Recurring,$0.025 per GB - first 50 TB / month of storage used,Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,3.11e-8,USD,3.11e-8,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,1.2432e-6,GB-Mo,,9MDYGxxxxxxXXTJF,9MDYGCA9S4SXXxxx.xxxxxxxxxx.xxxJ3S3EYE,0.025,3.1080000000000004e-8,1.2432e-6,GB-Mo
2023-11-08T00:00:00.000+0000,2023-11-08T01:00:00.000+0000,Recurring,$0.025 per GB - first 50 TB / month of storage used,Usage,2023-11-01T00:00:00.000+0000,2023-12-01T00:00:00.000+0000,AWS,"Amazon Web Services Canada, Inc.","Amazon Web Services Canada, Inc.",123412340534,1.801e-7,USD,1.801e-7,ca-central-1,Storage,AmazonS3,123412340534,,,,,,,,7.2027e-6,GB-Mo,,9MDYGxxxxxxXXTJF,9MDYGCA9S4SXXxxx.xxxxxxxxxx.xxxJ3S3EYE,0.025,1.800675e-7,7.2027e-6,GB-Mo
