ChargePeriodStart,ChargePeriodEnd,ChargeDescription,BillingPeriodStart,BillingPeriodEnd,Provider,BillingAccountId,BilledCost,BillingCurrency,EffectiveCost,RegionId,ServiceName,SubAccountId,AvailabilityZone,ResourceId,PricingUnit,SkuId,ConsumedQuantity,ConsumedUnit
2023-11-13T09:00:00.000000+0000,2023-11-13T10:00:00.000000+0000,Oracle Autonomous Transaction Processing - Exadata Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.005718340005699543,us-sanjose-1,DATABASE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.autonomousdatabase.oc1.us-sanjose-1.anzwuljr33abj3qa3ustmv6jdlw6elfui5qg3jd7ugfx6oq7x5qa5emjmpta,TB,B90455,0.000224014336,TB
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,2.32376e-9,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_compute_infrastructure_health,Million Datapoints,B90926,2e-6,Million Datapoints
2023-11-13T10:00:00.000000+0000,2023-11-13T11:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.182768e-8,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_compute,Million Datapoints,B90926,0.000036,Million Datapoints
2023-11-13T09:00:00.000000+0000,2023-11-13T10:00:00.000000+0000,Oracle Autonomous Transaction Processing - Exadata Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.002859170002849772,us-sanjose-1,DATABASE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.autonomousdatabase.oc1.us-sanjose-1.anzwuljr33abj3qa3ustmv6jdlw6elfui5qg3jd7ugfx6oq7x5qa5emjmpta,TB,B90455,0.000112007168,TB
2023-11-13T11:00:00.000000+0000,2023-11-13T12:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.415144e-8,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_blockstore,Million Datapoints,B90926,0.000038,Million Datapoints
2023-11-13T05:00:00.000000+0000,2023-11-13T06:00:00.000000+0000,Outbound Data Transfer Zone 1,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,2.27205938461e-7,us-sanjose-1,NETWORK,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,ocid1.vnic.oc1.us-sanjose-1.abzwuljrnocy3fyperpqihyokz3nuvhcseslimhfr5rvl5wga4y4uq5oezea,GB Months,B88327,0.000037192367,GB Months
2023-11-13T10:00:00.000000+0000,2023-11-13T11:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.64752e-7,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_vcn,Million Datapoints,B90926,0.0004,Million Datapoints
2023-11-13T09:00:00.000000+0000,2023-11-13T10:00:00.000000+0000,Streaming - Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,1.4164e-6,us-sanjose-1,ORACLE_STREAMING_SERVICE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,ocid1.stream.oc1.us-sanjose-1.amaaaaaa33abj3qaih4sw37guxveujynj7kd57drzhbjre6cclcaf3bt4ofa,Gigabytes Per Hour,B90939,0.01,Gigabytes Per Hour
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.64752e-7,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_vcn,Million Datapoints,B90926,0.0004,Million Datapoints
2023-11-13T10:00:00.000000+0000,2023-11-13T11:00:00.000000+0000,MySQL Database Service - Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.000355365591379904,us-sanjose-1,MYSQL,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.mysqlinstance.oc1.us-sanjose-1.abzwuljrijxaukifprz6it6gvgse4lqermwyw6hsi6p2bei5ivfk3qth6x5q,GB Months,B92426,0.014336917562,GB Months
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,Outbound Data Transfer Zone 1,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,6.6292811824e-8,us-sanjose-1,NETWORK,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.vnic.oc1.us-sanjose-1.abzwuljrnocy3fyperpqihyokz3nuvhcseslimhfr5rvl5wga4y4uq5oezea,GB Months,B88327,0.00001085177,GB Months
2023-11-13T06:00:00.000000+0000,2023-11-13T07:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.182768e-8,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_blockstore,Million Datapoints,B90926,0.000036,Million Datapoints
2023-11-13T10:00:00.000000+0000,2023-11-13T11:00:00.000000+0000,Oracle Autonomous Transaction Processing - Exadata Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.008577510034075983,us-sanjose-1,DATABASE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.autonomousdatabase.oc1.us-sanjose-1.anzwuljr33abj3qa3ustmv6jdlw6elfui5qg3jd7ugfx6oq7x5qa5emjmpta,TB,B90455,0.000336021505,TB
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,MySQL Database for HeatWave - Standard - Node per hour,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.036519144999853925,us-sanjose-1,MYSQL,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.mysqlinstance.oc1.us-sanjose-1.abzwuljrijxaukifprz6it6gvgse4lqermwyw6hsi6p2bei5ivfk3qth6x5q,Instance per hour,B92024,0.166666666666,Instance per hour
2023-11-13T06:00:00.000000+0000,2023-11-13T07:00:00.000000+0000,Block Volume - Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.001351707606962962,us-sanjose-1,BLOCK_STORAGE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.bootvolume.oc1.us-sanjose-1.abzwuljrlmub5uedgtlbadwfu3hadymcy2xkymh3x2dw3b3rgxfjnzrxy4pa,GB Months,B91961,0.06260229988,GB Months
2023-11-13T07:00:00.000000+0000,2023-11-13T08:00:00.000000+0000,Oracle APEX Application Development,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.012264277499950942,us-sanjose-1,DATABASE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.autonomousdatabase.oc1.us-sanjose-1.anzwuljr33abj3qa3ustmv6jdlw6elfui5qg3jd7ugfx6oq7x5qa5emjmpta,Hours,B92911,0.083333333333,Hours
2023-11-13T11:00:00.000000+0000,2023-11-13T12:00:00.000000+0000,Outbound Data Transfer Zone 1,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,6.19825306934e-7,us-sanjose-1,NETWORK,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,ocid1.vnic.oc1.us-sanjose-1.abzwuljrnocy3fyperpqihyokz3nuvhcseslimhfr5rvl5wga4y4uq5oezea,GB Months,B88327,0.000101462006,GB Months
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,Outbound Data Transfer Zone 1,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,2.12817460445e-7,us-sanjose-1,NETWORK,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,ocid1.vnic.oc1.us-sanjose-1.abzwuljrnocy3fyperpqihyokz3nuvhcseslimhfr5rvl5wga4y4uq5oezea,GB Months,B88327,0.000034837052,GB Months
2023-11-13T07:00:00.000000+0000,2023-11-13T08:00:00.000000+0000,MySQL Database for HeatWave - Standard - Node per hour,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.036519144999853925,us-sanjose-1,MYSQL,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.mysqlinstance.oc1.us-sanjose-1.abzwuljrijxaukifprz6it6gvgse4lqermwyw6hsi6p2bei5ivfk3qth6x5q,Instance per hour,B92024,0.166666666666,Instance per hour
2023-11-13T06:00:00.000000+0000,2023-11-13T07:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.3221936e-7,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_autonomous_database,Million Datapoints,B90926,0.000372,Million Datapoints
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,MySQL Database Service - Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.000710731182784594,us-sanjose-1,MYSQL,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.mysqlinstance.oc1.us-sanjose-1.abzwuljrijxaukifprz6it6gvgse4lqermwyw6hsi6p2bei5ivfk3qth6x5q,GB Months,B92426,0.028673835125,GB Months
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.64752e-7,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_vcn,Million Datapoints,B90926,0.0004,Million Datapoints
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,1.16188e-8,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_compute,Million Datapoints,B90926,0.00001,Million Datapoints
2023-11-13T08:00:00.000000+0000,2023-11-13T09:00:00.000000+0000,Streaming - Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,1.4164e-6,us-sanjose-1,ORACLE_STREAMING_SERVICE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,ocid1.stream.oc1.us-sanjose-1.amaaaaaa33abj3qaih4sw37guxveujynj7kd57drzhbjre6cclcaf3bt4ofa,Gigabytes Per Hour,B90939,0.01,Gigabytes Per Hour
2023-11-13T09:00:00.000000+0000,2023-11-13T10:00:00.000000+0000,Container Image Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,7.21947119616e-7,us-sanjose-1,COMPUTE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,ocid1.containerrepo.oc1.us-sanjose-1.0.axi5rjbot4mp.aaaaaaaaslfwxxoeeoxnrk7vfyqv77jupswli7ko4e3tvuegtqrwoqtkgb5a,GB Months,B91628,0.000072815831,GB Months
2023-11-13T07:00:00.000000+0000,2023-11-13T08:00:00.000000+0000,Container Image Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,4.81298076439e-7,us-sanjose-1,COMPUTE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,ocid1.containerrepo.oc1.us-sanjose-1.0.axi5rjbot4mp.aaaaaaaaslfwxxoeeoxnrk7vfyqv77jupswli7ko4e3tvuegtqrwoqtkgb5a,GB Months,B91628,0.000048543887,GB Months
2023-11-13T06:00:00.000000+0000,2023-11-13T07:00:00.000000+0000,Outbound Data Transfer Zone 1,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,1.15227290559e-7,us-sanjose-1,NETWORK,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.vnic.oc1.us-sanjose-1.abzwuljrnocy3fyperpqihyokz3nuvhcseslimhfr5rvl5wga4y4uq5oezea,GB Months,B88327,0.000018862076,GB Months
2023-11-13T07:00:00.000000+0000,2023-11-13T08:00:00.000000+0000,Monitoring Service - Retrieval,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,1.975196e-8,us-sanjose-1,TELEMETRY,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,,oci_blockstore,Million Datapoints,B90926,0.000017,Million Datapoints
2023-11-13T05:00:00.000000+0000,2023-11-13T06:00:00.000000+0000,MySQL Database Service - Storage,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.000710731182784594,us-sanjose-1,MYSQL,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.mysqlinstance.oc1.us-sanjose-1.abzwuljrijxaukifprz6it6gvgse4lqermwyw6hsi6p2bei5ivfk3qth6x5q,GB Months,B92426,0.028673835125,GB Months
2023-11-13T10:00:00.000000+0000,2023-11-13T11:00:00.000000+0000,Oracle APEX Application Development,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.024528554999901885,us-sanjose-1,DATABASE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.autonomousdatabase.oc1.us-sanjose-1.anzwuljr33abj3qa3ustmv6jdlw6elfui5qg3jd7ugfx6oq7x5qa5emjmpta,Hours,B92911,0.166666666666,Hours
2023-11-13T05:00:00.000000+0000,2023-11-13T06:00:00.000000+0000,Standard - E4 - Memory,2023-11-01,2023-11-30,Oracle,ocid1.organizationssubscription.oc1.us-sanjose-1.amaaaaaa33abj3qa7lv6zso4gq45je75qdvql5fmgrmzlic6nbtm33hlbt5q,,USD,0.00136084,us-sanjose-1,COMPUTE,ocid1.tenancy.oc1..aaaaaaaadsyhydp66mjpsohqocfcgzaabtrit47ex2igzu2j6lhuadrrglca,sj-1,ocid1.instance.oc1.us-sanjose-1.anzwuljr33abj3qcn6ugox3wetdefjnrjositn7hexayzgxipdxejwitp7aq,GB Hours,B93114,4.0,GB Hours
